불만ID,고객ID,접수일시,카테고리,내용,상태,만족도,해결완료일
COMP001776,CUST000401,2024-02-19 15:00:00,서비스,청구서 오류가 있습니다,완료,5,
COMP001777,CUST004504,2023-05-29 14:00:00,요금,상담원 친절도가 떨어져요,접수,5,2023-10-28
COMP001778,CUST003555,2023-11-24 04:00:00,기술,상담원 친절도가 떨어져요,완료,4,2023-12-11
COMP001779,CUST001072,2023-01-05 23:00:00,요금,상담원 친절도가 떨어져요,완료,2,2024-09-23
COMP001780,CUST003116,2024-07-13 16:00:00,기타,상담원 친절도가 떨어져요,접수,1,2023-02-16
COMP001781,CUST004870,2023-12-06 20:00:00,안전,정기점검을 안 해줬어요,완료,1,2023-12-30
COMP001782,CUST002548,2024-12-23 09:00:00,안전,정기점검을 안 해줬어요,처리중,5,
COMP001783,CUST001396,2024-04-30 09:00:00,요금,가스 냄새가 심합니다,완료,3,
COMP001784,CUST002440,2024-08-10 21:00:00,기타,정기점검을 안 해줬어요,접수,4,
COMP001785,CUST002684,2023-05-31 18:00:00,요금,공급이 자주 끊겨요,접수,2,
COMP001786,CUST000240,2024-03-28 10:00:00,안전,환불이 안 되네요,완료,4,2024-05-03
COMP001787,CUST004696,2024-12-06 03:00:00,서비스,정기점검을 안 해줬어요,처리중,4,
COMP001788,CUST002919,2024-05-05 01:00:00,안전,가스 냄새가 심합니다,접수,5,
COMP001789,CUST000969,2023-05-23 21:00:00,서비스,앱 사용이 불편해요,완료,2,
COMP001790,CUST004576,2024-07-18 03:00:00,서비스,공급이 자주 끊겨요,보류,4,2024-06-05
COMP001791,CUST004204,2023-11-12 00:00:00,안전,청구서 오류가 있습니다,접수,3,2023-01-08
COMP001792,CUST001616,2024-02-16 19:00:00,공급,상담원 친절도가 떨어져요,처리중,2,2024-01-14
COMP001793,CUST001144,2023-08-14 14:00:00,기술,앱 사용이 불편해요,처리중,1,
COMP001794,CUST000070,2024-01-01 02:00:00,공급,계약 변경이 어려워요,완료,3,2023-11-25
COMP001795,CUST004677,2023-12-01 01:00:00,공급,공급이 자주 끊겨요,완료,4,2024-06-04
COMP001796,CUST001376,2024-09-14 20:00:00,기타,고객센터 응답이 느려요,완료,3,
COMP001797,CUST003588,2023-07-19 18:00:00,안전,공급이 자주 끊겨요,완료,2,2023-04-10
COMP001798,CUST004084,2024-06-23 07:00:00,요금,환불이 안 되네요,완료,5,2024-05-20
COMP001799,CUST003571,2023-10-12 06:00:00,서비스,고객센터 응답이 느려요,접수,4,2024-07-31
COMP001800,CUST003346,2023-01-24 02:00:00,기타,요금이 지난달보다 많이 나왔어요,접수,3,2024-06-21
COMP001801,CUST000970,2024-07-05 14:00:00,서비스,상담원 친절도가 떨어져요,완료,2,2024-03-12
COMP001802,CUST003277,2024-11-24 21:00:00,요금,앱 사용이 불편해요,완료,2,2024-01-29
COMP001803,CUST002243,2023-03-31 16:00:00,서비스,요금이 지난달보다 많이 나왔어요,처리중,3,2023-07-02
COMP001804,CUST001810,2024-02-08 06:00:00,안전,고객센터 응답이 느려요,완료,5,
COMP001805,CUST002555,2024-05-17 10:00:00,요금,가스 냄새가 심합니다,완료,2,2023-08-04
COMP001806,CUST000815,2024-09-09 19:00:00,안전,공급이 자주 끊겨요,완료,2,2023-10-12
COMP001807,CUST000930,2024-06-07 01:00:00,기타,정기점검을 안 해줬어요,완료,1,2024-09-22
COMP001808,CUST000014,2024-11-13 11:00:00,공급,계약 변경이 어려워요,접수,4,2023-12-22
COMP001809,CUST000472,2024-02-12 04:00:00,기술,가스 냄새가 심합니다,처리중,3,2023-05-02
COMP001810,CUST002098,2024-03-13 11:00:00,요금,가스 냄새가 심합니다,완료,4,2024-05-13
COMP001811,CUST000514,2024-01-31 11:00:00,요금,계약 변경이 어려워요,접수,4,2023-06-23
COMP001812,CUST002091,2023-01-13 09:00:00,기타,환불이 안 되네요,완료,3,2023-09-23
COMP001813,CUST001615,2023-12-20 11:00:00,안전,공급이 자주 끊겨요,접수,4,
COMP001814,CUST003124,2023-11-12 14:00:00,기술,앱 사용이 불편해요,완료,3,
COMP001815,CUST001728,2024-07-28 02:00:00,공급,요금이 지난달보다 많이 나왔어요,완료,3,
COMP001816,CUST001775,2023-08-09 23:00:00,기타,청구서 오류가 있습니다,접수,3,
COMP001817,CUST004322,2024-03-30 23:00:00,기술,환불이 안 되네요,완료,2,2023-07-31
COMP001818,CUST002375,2024-03-01 14:00:00,기타,요금이 지난달보다 많이 나왔어요,보류,2,2024-06-04
COMP001819,CUST000346,2023-10-23 05:00:00,기타,고객센터 응답이 느려요,완료,5,
COMP001820,CUST002980,2024-03-10 23:00:00,기타,청구서 오류가 있습니다,접수,5,2023-02-10
COMP001821,CUST004755,2024-02-29 04:00:00,안전,정기점검을 안 해줬어요,접수,3,
COMP001822,CUST002020,2024-08-24 19:00:00,기타,정기점검을 안 해줬어요,보류,5,2023-07-19
COMP001823,CUST004497,2023-03-30 04:00:00,공급,고객센터 응답이 느려요,완료,4,2023-01-27
COMP001824,CUST002786,2023-08-01 09:00:00,서비스,공급이 자주 끊겨요,처리중,1,2023-10-16
COMP001825,CUST004931,2024-05-01 16:00:00,기타,고객센터 응답이 느려요,완료,3,
COMP001826,CUST001287,2023-12-10 02:00:00,공급,환불이 안 되네요,완료,4,2024-03-31
COMP001827,CUST002403,2024-08-27 12:00:00,서비스,정기점검을 안 해줬어요,보류,1,2024-04-09
COMP001828,CUST002111,2023-04-01 00:00:00,안전,앱 사용이 불편해요,완료,5,2023-04-23
COMP001829,CUST003291,2024-02-24 20:00:00,안전,공급이 자주 끊겨요,처리중,3,
COMP001830,CUST000467,2023-10-07 13:00:00,기타,정기점검을 안 해줬어요,접수,4,
COMP001831,CUST002808,2023-06-29 17:00:00,기타,가스 냄새가 심합니다,완료,3,2024-03-18
COMP001832,CUST003077,2024-04-18 22:00:00,공급,고객센터 응답이 느려요,완료,4,2023-03-30
COMP001833,CUST001983,2024-08-04 04:00:00,기술,가스 냄새가 심합니다,완료,2,
COMP001834,CUST000063,2023-07-24 05:00:00,요금,계약 변경이 어려워요,완료,1,
COMP001835,CUST002045,2024-01-26 09:00:00,안전,정기점검을 안 해줬어요,완료,4,
COMP001836,CUST002222,2024-07-21 15:00:00,기술,앱 사용이 불편해요,접수,5,2023-12-29
COMP001837,CUST003613,2023-02-13 09:00:00,기타,고객센터 응답이 느려요,접수,5,
COMP001838,CUST002550,2024-08-22 09:00:00,기타,상담원 친절도가 떨어져요,완료,1,
COMP001839,CUST003219,2024-05-20 17:00:00,기타,상담원 친절도가 떨어져요,처리중,5,2023-03-18
COMP001840,CUST003373,2024-04-19 07:00:00,공급,계약 변경이 어려워요,완료,3,2024-06-03
COMP001841,CUST004711,2023-01-28 00:00:00,기술,상담원 친절도가 떨어져요,처리중,3,2024-04-09
COMP001842,CUST001723,2023-06-07 08:00:00,기타,가스 냄새가 심합니다,접수,3,
COMP001843,CUST001667,2023-11-04 20:00:00,기술,환불이 안 되네요,완료,3,2023-03-17
COMP001844,CUST003109,2024-10-13 15:00:00,기술,앱 사용이 불편해요,완료,3,
COMP001845,CUST001614,2023-05-08 20:00:00,서비스,계약 변경이 어려워요,완료,5,2023-02-09
COMP001846,CUST002289,2024-11-12 09:00:00,서비스,가스 냄새가 심합니다,완료,4,2024-12-23
COMP001847,CUST004838,2024-03-03 05:00:00,기술,요금이 지난달보다 많이 나왔어요,완료,4,
COMP001848,CUST003923,2024-05-18 22:00:00,안전,고객센터 응답이 느려요,보류,3,2024-07-25
COMP001849,CUST001335,2024-10-22 07:00:00,안전,앱 사용이 불편해요,완료,2,
COMP001850,CUST000607,2023-01-30 03:00:00,서비스,공급이 자주 끊겨요,완료,4,
COMP001851,CUST003077,2023-10-11 15:00:00,안전,정기점검을 안 해줬어요,접수,4,2024-10-11
COMP001852,CUST003627,2023-03-10 19:00:00,공급,상담원 친절도가 떨어져요,보류,3,
COMP001853,CUST004194,2024-01-06 18:00:00,기술,가스 냄새가 심합니다,접수,5,2024-08-23
COMP001854,CUST004289,2024-05-07 18:00:00,기술,환불이 안 되네요,완료,1,2023-08-14
COMP001855,CUST002857,2024-03-22 08:00:00,요금,청구서 오류가 있습니다,완료,3,
COMP001856,CUST001829,2024-10-05 21:00:00,서비스,상담원 친절도가 떨어져요,접수,1,2023-06-05
COMP001857,CUST001707,2024-05-02 22:00:00,공급,앱 사용이 불편해요,완료,3,2023-07-11
COMP001858,CUST004072,2023-05-03 11:00:00,서비스,앱 사용이 불편해요,완료,3,
COMP001859,CUST002127,2024-06-08 23:00:00,안전,앱 사용이 불편해요,접수,1,2023-07-23
COMP001860,CUST001499,2024-08-12 00:00:00,공급,상담원 친절도가 떨어져요,완료,4,
COMP001861,CUST004429,2023-09-23 05:00:00,기타,요금이 지난달보다 많이 나왔어요,접수,5,2024-06-12
COMP001862,CUST001506,2024-08-18 01:00:00,안전,공급이 자주 끊겨요,처리중,2,
COMP001863,CUST004625,2023-05-30 10:00:00,서비스,계약 변경이 어려워요,완료,2,
COMP001864,CUST000369,2024-04-17 22:00:00,기타,앱 사용이 불편해요,처리중,2,2023-03-10
COMP001865,CUST001417,2023-05-19 11:00:00,안전,청구서 오류가 있습니다,접수,2,2024-09-17
COMP001866,CUST000857,2023-06-17 01:00:00,안전,계약 변경이 어려워요,처리중,4,2023-07-02
COMP001867,CUST004610,2023-10-07 11:00:00,서비스,정기점검을 안 해줬어요,완료,2,2024-12-05
COMP001868,CUST004564,2024-03-05 20:00:00,안전,상담원 친절도가 떨어져요,완료,4,2024-01-25
COMP001869,CUST001027,2023-12-31 01:00:00,공급,고객센터 응답이 느려요,완료,2,
COMP001870,CUST000123,2023-10-24 09:00:00,기술,정기점검을 안 해줬어요,완료,3,2023-12-24
COMP001871,CUST001110,2024-06-26 20:00:00,안전,가스 냄새가 심합니다,접수,1,2024-11-03
COMP001872,CUST000983,2023-03-20 16:00:00,공급,고객센터 응답이 느려요,접수,1,
COMP001873,CUST000502,2023-07-18 20:00:00,기타,상담원 친절도가 떨어져요,완료,2,
COMP001874,CUST000459,2023-07-07 03:00:00,요금,정기점검을 안 해줬어요,완료,4,
COMP001875,CUST002132,2024-09-05 05:00:00,기술,앱 사용이 불편해요,보류,5,
COMP001876,CUST002782,2024-07-10 10:00:00,안전,정기점검을 안 해줬어요,접수,2,
COMP001877,CUST003006,2023-11-20 21:00:00,안전,고객센터 응답이 느려요,완료,3,2024-10-07
COMP001878,CUST000670,2023-11-05 08:00:00,안전,상담원 친절도가 떨어져요,접수,2,2024-01-01
COMP001879,CUST003568,2024-12-02 22:00:00,서비스,공급이 자주 끊겨요,완료,4,2023-10-30
COMP001880,CUST000430,2024-12-05 11:00:00,공급,정기점검을 안 해줬어요,접수,4,2023-04-26
COMP001881,CUST000320,2023-04-09 17:00:00,서비스,요금이 지난달보다 많이 나왔어요,완료,4,
COMP001882,CUST000269,2024-08-16 11:00:00,서비스,가스 냄새가 심합니다,접수,3,
COMP001883,CUST001689,2023-05-28 00:00:00,기술,고객센터 응답이 느려요,접수,3,
COMP001884,CUST000902,2023-05-21 16:00:00,요금,계약 변경이 어려워요,완료,2,2024-04-02
COMP001885,CUST004415,2023-10-16 11:00:00,기타,환불이 안 되네요,완료,2,2024-11-09
COMP001886,CUST003034,2024-05-11 13:00:00,서비스,계약 변경이 어려워요,완료,4,2023-06-30
COMP001887,CUST000100,2023-12-15 05:00:00,요금,공급이 자주 끊겨요,처리중,1,2023-11-23
COMP001888,CUST003785,2023-04-15 06:00:00,기술,가스 냄새가 심합니다,접수,1,
COMP001889,CUST001156,2023-06-08 16:00:00,기술,앱 사용이 불편해요,완료,2,2024-02-12
COMP001890,CUST001522,2023-08-15 06:00:00,기타,정기점검을 안 해줬어요,완료,2,
COMP001891,CUST001438,2024-07-26 19:00:00,서비스,환불이 안 되네요,완료,5,
COMP001892,CUST002367,2024-12-07 16:00:00,서비스,공급이 자주 끊겨요,보류,2,2024-05-15
COMP001893,CUST004586,2024-06-28 22:00:00,기술,청구서 오류가 있습니다,완료,1,
COMP001894,CUST001953,2024-07-18 22:00:00,요금,공급이 자주 끊겨요,접수,3,
COMP001895,CUST004200,2023-04-27 13:00:00,요금,공급이 자주 끊겨요,완료,4,2023-10-02
COMP001896,CUST002067,2024-04-16 02:00:00,안전,환불이 안 되네요,접수,4,2024-02-23
COMP001897,CUST002858,2023-04-30 04:00:00,서비스,청구서 오류가 있습니다,처리중,4,2023-11-27
COMP001898,CUST001752,2023-01-18 15:00:00,요금,정기점검을 안 해줬어요,완료,2,2023-11-22
COMP001899,CUST002821,2023-12-23 09:00:00,안전,앱 사용이 불편해요,완료,2,2024-03-28
COMP001900,CUST001053,2024-12-08 11:00:00,기타,고객센터 응답이 느려요,완료,5,2023-09-24
COMP001901,CUST002193,2023-05-23 14:00:00,공급,계약 변경이 어려워요,완료,2,
COMP001902,CUST001890,2024-09-03 16:00:00,요금,가스 냄새가 심합니다,완료,5,2023-08-13
COMP001903,CUST001734,2023-12-17 05:00:00,기타,환불이 안 되네요,완료,4,2023-02-16
COMP001904,CUST002894,2024-12-27 09:00:00,기술,요금이 지난달보다 많이 나왔어요,완료,3,2024-02-24
COMP001905,CUST004675,2023-01-30 23:00:00,요금,앱 사용이 불편해요,완료,4,2023-06-20
COMP001906,CUST001600,2023-05-02 07:00:00,공급,요금이 지난달보다 많이 나왔어요,처리중,1,2024-10-02
COMP001907,CUST002998,2023-05-12 22:00:00,요금,공급이 자주 끊겨요,완료,5,2024-09-20
COMP001908,CUST000041,2023-05-26 22:00:00,요금,앱 사용이 불편해요,처리중,1,
COMP001909,CUST003982,2023-08-21 09:00:00,서비스,정기점검을 안 해줬어요,보류,5,2024-07-06
COMP001910,CUST003441,2023-05-09 06:00:00,요금,청구서 오류가 있습니다,처리중,5,2023-01-22
COMP001911,CUST003885,2023-05-14 02:00:00,서비스,정기점검을 안 해줬어요,접수,3,
COMP001912,CUST001157,2024-03-11 22:00:00,공급,가스 냄새가 심합니다,완료,2,2024-12-22
COMP001913,CUST003507,2023-04-25 02:00:00,공급,정기점검을 안 해줬어요,보류,3,2023-12-28
COMP001914,CUST002269,2023-01-20 15:00:00,기타,요금이 지난달보다 많이 나왔어요,완료,1,
COMP001915,CUST003670,2024-03-17 01:00:00,기술,요금이 지난달보다 많이 나왔어요,접수,5,2024-11-01
COMP001916,CUST000615,2023-07-21 03:00:00,기술,계약 변경이 어려워요,처리중,1,2023-08-04
COMP001917,CUST004394,2023-02-03 21:00:00,기타,공급이 자주 끊겨요,접수,4,2023-07-23
COMP001918,CUST003147,2024-06-09 18:00:00,요금,고객센터 응답이 느려요,처리중,3,
COMP001919,CUST004763,2023-03-02 15:00:00,서비스,청구서 오류가 있습니다,완료,1,
COMP001920,CUST002258,2023-05-02 08:00:00,안전,앱 사용이 불편해요,완료,1,2023-08-23
COMP001921,CUST002356,2023-02-14 02:00:00,서비스,앱 사용이 불편해요,완료,2,2023-06-15
COMP001922,CUST002358,2023-11-05 21:00:00,서비스,앱 사용이 불편해요,완료,2,
COMP001923,CUST003699,2023-01-11 03:00:00,기술,공급이 자주 끊겨요,완료,2,2023-08-09
COMP001924,CUST000735,2023-05-07 19:00:00,서비스,공급이 자주 끊겨요,완료,5,2023-09-12
COMP001925,CUST002219,2023-07-30 18:00:00,안전,환불이 안 되네요,완료,3,
COMP001926,CUST001419,2023-07-24 05:00:00,공급,가스 냄새가 심합니다,완료,4,2023-01-21
COMP001927,CUST000800,2024-11-17 11:00:00,기타,앱 사용이 불편해요,완료,4,
COMP001928,CUST003364,2023-01-30 02:00:00,안전,고객센터 응답이 느려요,접수,4,2024-05-28
COMP001929,CUST005000,2023-05-30 23:00:00,기술,앱 사용이 불편해요,처리중,2,2024-05-11
COMP001930,CUST001530,2023-10-12 18:00:00,공급,계약 변경이 어려워요,처리중,1,2023-10-17
COMP001931,CUST001067,2023-12-23 11:00:00,서비스,고객센터 응답이 느려요,처리중,1,2023-08-24
COMP001932,CUST003547,2023-06-14 16:00:00,서비스,고객센터 응답이 느려요,완료,5,
COMP001933,CUST003019,2024-09-19 07:00:00,서비스,요금이 지난달보다 많이 나왔어요,완료,2,
COMP001934,CUST002502,2024-06-01 18:00:00,안전,상담원 친절도가 떨어져요,완료,5,2023-05-07
COMP001935,CUST001427,2023-03-11 03:00:00,공급,공급이 자주 끊겨요,완료,2,
COMP001936,CUST000442,2024-08-15 00:00:00,서비스,고객센터 응답이 느려요,완료,5,2024-02-15
COMP001937,CUST003666,2024-06-25 06:00:00,기타,계약 변경이 어려워요,완료,1,2023-10-04
COMP001938,CUST000320,2023-07-16 09:00:00,서비스,공급이 자주 끊겨요,완료,2,
COMP001939,CUST004934,2023-06-25 17:00:00,기타,환불이 안 되네요,완료,5,2024-05-31
COMP001940,CUST003435,2023-01-05 23:00:00,공급,정기점검을 안 해줬어요,완료,1,
COMP001941,CUST002821,2023-04-12 06:00:00,기타,고객센터 응답이 느려요,처리중,4,
COMP001942,CUST004072,2024-05-31 22:00:00,공급,공급이 자주 끊겨요,보류,1,2023-01-16
COMP001943,CUST001256,2024-05-01 11:00:00,안전,요금이 지난달보다 많이 나왔어요,처리중,1,
COMP001944,CUST002640,2024-12-15 18:00:00,기타,계약 변경이 어려워요,완료,2,2023-06-05
COMP001945,CUST003612,2023-07-09 14:00:00,서비스,고객센터 응답이 느려요,처리중,2,2024-08-25
COMP001946,CUST001640,2024-11-20 03:00:00,요금,앱 사용이 불편해요,처리중,1,
COMP001947,CUST004772,2023-07-05 11:00:00,기술,청구서 오류가 있습니다,완료,2,2024-09-12
COMP001948,CUST003906,2024-01-24 13:00:00,요금,고객센터 응답이 느려요,완료,3,
COMP001949,CUST002947,2023-08-08 16:00:00,공급,가스 냄새가 심합니다,보류,4,
COMP001950,CUST003517,2023-08-22 13:00:00,공급,요금이 지난달보다 많이 나왔어요,완료,4,2023-01-24
COMP001951,CUST001731,2023-04-26 10:00:00,공급,환불이 안 되네요,처리중,2,2024-04-14
COMP001952,CUST000494,2023-05-07 14:00:00,기타,가스 냄새가 심합니다,완료,1,2023-09-28
COMP001953,CUST002535,2023-04-23 16:00:00,공급,앱 사용이 불편해요,처리중,4,
COMP001954,CUST003844,2023-05-20 15:00:00,공급,요금이 지난달보다 많이 나왔어요,보류,4,2024-01-21
COMP001955,CUST004385,2024-01-05 22:00:00,서비스,환불이 안 되네요,완료,2,2023-04-06
COMP001956,CUST004864,2023-10-23 17:00:00,안전,공급이 자주 끊겨요,완료,4,2024-02-21
COMP001957,CUST002435,2023-02-11 02:00:00,기술,정기점검을 안 해줬어요,접수,5,2024-05-09
COMP001958,CUST003811,2023-12-02 15:00:00,서비스,계약 변경이 어려워요,완료,1,2024-12-20
COMP001959,CUST000787,2023-04-29 12:00:00,서비스,앱 사용이 불편해요,처리중,2,2023-09-08
COMP001960,CUST004259,2023-10-18 14:00:00,기술,요금이 지난달보다 많이 나왔어요,완료,4,2024-05-23
COMP001961,CUST003858,2024-09-06 23:00:00,요금,상담원 친절도가 떨어져요,접수,5,
COMP001962,CUST003939,2023-11-16 21:00:00,공급,요금이 지난달보다 많이 나왔어요,완료,2,
COMP001963,CUST003627,2024-03-30 07:00:00,안전,요금이 지난달보다 많이 나왔어요,완료,1,
COMP001964,CUST002922,2024-07-21 13:00:00,공급,정기점검을 안 해줬어요,접수,5,
