고객ID,가입일,지역,고객타입,계약기간,요금제
CUST004562,2023-09-16,울산,산업,1년,할인
CUST004563,2023-07-23,강원,상업,장기,프리미엄
CUST004564,2023-11-22,울산,공공,장기,기본
CUST004565,2023-03-05,경기,산업,1년,기본
CUST004566,2023-12-15,광주,공공,장기,기본
CUST004567,2023-01-16,울산,주택,장기,기본
CUST004568,2023-05-04,울산,산업,장기,할인
CUST004569,2023-07-10,강원,공공,2년,프리미엄
CUST004570,2023-09-08,광주,산업,2년,프리미엄
CUST004571,2023-11-01,대구,주택,장기,기본
CUST004572,2023-08-17,서울,산업,1년,기본
CUST004573,2023-04-01,세종,공공,장기,기본
CUST004574,2023-08-31,광주,주택,장기,프리미엄
CUST004575,2023-10-28,경기,상업,2년,할인
CUST004576,2023-10-10,부산,공공,2년,할인
CUST004577,2023-06-29,경기,공공,2년,할인
CUST004578,2023-06-26,서울,주택,장기,할인
CUST004579,2023-03-25,광주,주택,장기,기본
CUST004580,2023-05-13,경기,상업,1년,프리미엄
CUST004581,2023-12-19,경기,공공,장기,기본
CUST004582,2023-02-16,대구,주택,장기,할인
CUST004583,2023-05-26,대구,상업,2년,기본
CUST004584,2023-01-15,광주,상업,2년,할인
CUST004585,2023-07-17,서울,주택,2년,프리미엄
CUST004586,2023-01-26,울산,공공,2년,할인
CUST004587,2023-03-25,인천,산업,2년,기본
CUST004588,2023-10-20,대전,산업,1년,프리미엄
CUST004589,2023-04-20,세종,상업,1년,할인
CUST004590,2023-04-24,대전,산업,1년,할인
CUST004591,2023-11-28,강원,산업,2년,프리미엄
CUST004592,2023-04-26,대구,주택,2년,기본
CUST004593,2023-12-13,광주,상업,2년,프리미엄
CUST004594,2023-04-16,대전,공공,1년,기본
CUST004595,2023-05-18,서울,상업,2년,할인
CUST004596,2023-11-30,세종,주택,1년,할인
CUST004597,2023-07-29,대전,산업,2년,프리미엄
CUST004598,2023-09-20,세종,공공,장기,할인
CUST004599,2023-01-11,부산,상업,1년,프리미엄
CUST004600,2023-12-16,서울,산업,장기,할인
CUST004601,2023-01-05,인천,상업,1년,할인
CUST004602,2023-08-31,경기,공공,2년,기본
CUST004603,2023-03-09,세종,상업,2년,프리미엄
CUST004604,2023-11-28,서울,상업,장기,프리미엄
CUST004605,2023-03-30,세종,상업,2년,할인
CUST004606,2023-11-04,세종,산업,1년,기본
CUST004607,2023-01-05,울산,공공,2년,기본
CUST004608,2023-04-25,울산,공공,2년,프리미엄
CUST004609,2023-05-10,서울,산업,1년,프리미엄
CUST004610,2023-11-08,울산,산업,장기,할인
CUST004611,2023-06-06,강원,산업,장기,프리미엄
CUST004612,2023-12-31,인천,주택,2년,할인
CUST004613,2023-12-30,광주,상업,1년,기본
CUST004614,2023-11-26,서울,상업,장기,프리미엄
CUST004615,2023-05-21,서울,공공,장기,기본
CUST004616,2023-08-05,강원,상업,2년,기본
CUST004617,2023-07-12,대구,주택,1년,할인
CUST004618,2023-06-28,대구,산업,장기,기본
CUST004619,2023-08-24,울산,공공,2년,할인
CUST004620,2023-05-10,광주,공공,2년,할인
CUST004621,2023-04-22,울산,상업,2년,기본
CUST004622,2023-08-27,부산,공공,2년,기본
CUST004623,2023-06-04,부산,산업,장기,할인
CUST004624,2023-12-13,경기,공공,1년,할인
CUST004625,2023-09-24,부산,산업,2년,기본
CUST004626,2023-11-16,대구,주택,2년,할인
CUST004627,2023-07-23,인천,주택,장기,할인
CUST004628,2023-10-27,부산,산업,2년,프리미엄
CUST004629,2023-02-22,울산,상업,2년,프리미엄
CUST004630,2023-01-04,세종,공공,1년,프리미엄
CUST004631,2023-09-19,서울,상업,2년,프리미엄
CUST004632,2023-12-06,인천,공공,장기,프리미엄
CUST004633,2023-07-11,인천,주택,1년,할인
CUST004634,2023-10-15,울산,주택,장기,할인
CUST004635,2023-11-28,서울,주택,1년,프리미엄
CUST004636,2023-11-01,대구,공공,1년,기본
CUST004637,2023-11-08,인천,주택,2년,프리미엄
CUST004638,2023-05-25,경기,주택,2년,기본
CUST004639,2023-06-02,울산,주택,2년,할인
CUST004640,2023-12-17,인천,주택,장기,기본
CUST004641,2023-02-25,광주,상업,2년,할인
CUST004642,2023-09-04,서울,주택,2년,기본
CUST004643,2023-02-02,부산,주택,1년,할인
CUST004644,2023-06-22,인천,상업,2년,할인
CUST004645,2023-05-22,울산,상업,2년,프리미엄
CUST004646,2023-11-24,부산,공공,2년,할인
CUST004647,2023-06-16,경기,산업,2년,프리미엄
CUST004648,2023-05-22,부산,주택,1년,프리미엄
CUST004649,2023-05-14,광주,주택,2년,프리미엄
CUST004650,2023-12-02,대구,주택,1년,기본
CUST004651,2023-12-31,인천,공공,장기,기본
CUST004652,2023-11-30,대전,주택,2년,할인
CUST004653,2023-06-02,대전,산업,2년,프리미엄
CUST004654,2023-04-07,부산,상업,2년,프리미엄
CUST004655,2023-03-18,강원,공공,1년,할인
CUST004656,2023-09-22,서울,상업,2년,프리미엄
CUST004657,2023-05-04,대전,주택,2년,할인
CUST004658,2023-01-30,강원,주택,장기,프리미엄
CUST004659,2023-11-04,대전,주택,1년,기본
CUST004660,2023-07-26,강원,산업,1년,할인
CUST004661,2023-12-05,서울,산업,장기,할인
CUST004662,2023-06-13,세종,공공,1년,기본
CUST004663,2023-12-15,대전,상업,2년,할인
CUST004664,2023-03-13,광주,주택,2년,기본
CUST004665,2023-01-14,인천,주택,장기,프리미엄
CUST004666,2023-12-02,강원,주택,1년,기본
CUST004667,2023-09-12,인천,주택,1년,기본
CUST004668,2023-06-01,울산,산업,1년,할인
CUST004669,2023-05-13,울산,상업,장기,프리미엄
CUST004670,2023-08-03,서울,상업,2년,기본
CUST004671,2023-07-27,강원,공공,장기,프리미엄
CUST004672,2023-07-18,경기,산업,2년,기본
CUST004673,2023-01-19,울산,주택,장기,할인
CUST004674,2023-10-26,서울,상업,2년,기본
CUST004675,2023-12-29,울산,상업,1년,기본
CUST004676,2023-10-20,울산,산업,1년,프리미엄
CUST004677,2023-04-08,경기,공공,1년,기본
CUST004678,2023-06-25,대전,공공,장기,할인
CUST004679,2024-01-01,부산,주택,장기,할인
CUST004680,2023-04-24,세종,공공,장기,기본
CUST004681,2023-12-18,울산,상업,1년,기본
CUST004682,2023-10-01,울산,공공,2년,프리미엄
CUST004683,2023-11-23,광주,주택,1년,프리미엄
CUST004684,2023-09-01,세종,상업,1년,할인
CUST004685,2023-12-10,경기,공공,2년,프리미엄
CUST004686,2023-07-03,인천,공공,2년,기본
CUST004687,2023-09-17,강원,산업,2년,할인
CUST004688,2023-06-03,울산,주택,2년,프리미엄
CUST004689,2023-03-29,부산,공공,1년,할인
CUST004690,2023-12-03,강원,산업,장기,기본
CUST004691,2023-10-13,세종,상업,1년,프리미엄
CUST004692,2023-04-03,강원,산업,2년,기본
CUST004693,2023-05-31,대전,산업,장기,기본
CUST004694,2023-02-19,울산,공공,장기,할인
CUST004695,2023-08-30,강원,공공,1년,할인
CUST004696,2023-03-07,인천,공공,1년,할인
CUST004697,2023-05-13,인천,산업,1년,프리미엄
CUST004698,2023-10-14,울산,상업,장기,프리미엄
CUST004699,2023-04-04,대구,주택,장기,할인
CUST004700,2023-12-15,인천,산업,장기,프리미엄
CUST004701,2023-06-21,강원,공공,2년,프리미엄
CUST004702,2023-12-02,서울,주택,2년,할인
CUST004703,2023-02-15,인천,상업,1년,기본
CUST004704,2023-04-24,세종,주택,장기,프리미엄
CUST004705,2023-07-01,대구,공공,1년,프리미엄
CUST004706,2023-04-25,강원,산업,장기,기본
CUST004707,2023-06-07,경기,산업,1년,기본
CUST004708,2023-08-04,광주,공공,2년,기본
CUST004709,2023-06-19,경기,산업,장기,할인
CUST004710,2023-07-10,대전,공공,2년,기본
CUST004711,2023-05-14,광주,산업,장기,할인
CUST004712,2023-10-27,대전,산업,1년,기본
CUST004713,2023-05-31,광주,산업,장기,기본
CUST004714,2023-08-26,광주,상업,2년,할인
CUST004715,2023-03-02,서울,상업,장기,할인
CUST004716,2023-08-29,부산,공공,1년,기본
CUST004717,2023-01-28,세종,상업,장기,기본
CUST004718,2023-11-21,경기,공공,2년,기본
CUST004719,2023-10-26,인천,주택,1년,프리미엄
CUST004720,2023-10-25,강원,주택,2년,기본
CUST004721,2023-11-14,대구,상업,장기,할인
CUST004722,2023-02-06,세종,주택,2년,프리미엄
CUST004723,2023-08-30,대전,주택,장기,할인
CUST004724,2023-04-10,서울,산업,1년,프리미엄
CUST004725,2023-09-14,대전,산업,2년,프리미엄
CUST004726,2023-03-03,부산,공공,2년,할인
CUST004727,2023-12-15,대구,주택,장기,프리미엄
CUST004728,2023-07-15,서울,공공,2년,할인
CUST004729,2023-09-29,대전,공공,2년,기본
CUST004730,2023-06-02,부산,주택,1년,프리미엄
CUST004731,2023-07-31,강원,상업,장기,할인
CUST004732,2023-01-28,강원,주택,장기,프리미엄
CUST004733,2023-03-19,대전,산업,1년,할인
CUST004734,2023-03-12,세종,주택,1년,기본
CUST004735,2023-04-13,대구,상업,장기,기본
CUST004736,2023-06-25,울산,공공,1년,프리미엄
CUST004737,2023-07-29,세종,공공,1년,프리미엄
CUST004738,2023-10-19,강원,산업,1년,할인
CUST004739,2023-08-23,대구,산업,장기,할인
CUST004740,2023-03-15,부산,산업,1년,프리미엄
CUST004741,2023-06-11,서울,공공,2년,할인
CUST004742,2023-04-03,광주,산업,2년,할인
CUST004743,2023-02-11,대전,주택,장기,할인
CUST004744,2023-09-07,경기,공공,1년,프리미엄
CUST004745,2023-06-20,대구,상업,2년,기본
CUST004746,2023-11-20,인천,공공,장기,기본
CUST004747,2023-04-01,부산,주택,2년,할인
CUST004748,2023-06-10,울산,주택,1년,프리미엄
CUST004749,2023-11-21,광주,산업,장기,할인
CUST004750,2023-01-30,인천,공공,2년,기본
CUST004751,2023-01-03,울산,공공,장기,할인
CUST004752,2023-08-20,경기,공공,2년,기본
CUST004753,2023-05-21,강원,상업,2년,프리미엄
CUST004754,2023-04-18,세종,산업,1년,할인
CUST004755,2023-03-28,대전,주택,1년,프리미엄
CUST004756,2023-10-23,서울,주택,2년,할인
CUST004757,2023-03-23,울산,산업,장기,할인
CUST004758,2023-09-08,광주,주택,장기,할인
CUST004759,2023-02-15,대구,주택,1년,할인
CUST004760,2023-03-08,강원,산업,2년,할인
CUST004761,2023-11-11,대구,주택,1년,프리미엄
CUST004762,2023-08-11,광주,공공,2년,프리미엄
CUST004763,2023-11-21,대구,상업,2년,기본
CUST004764,2023-08-08,울산,산업,1년,할인
CUST004765,2023-07-26,부산,상업,장기,기본
CUST004766,2023-08-08,대구,주택,1년,프리미엄
CUST004767,2023-09-02,세종,주택,2년,기본
CUST004768,2023-07-16,경기,공공,1년,프리미엄
CUST004769,2023-01-03,서울,산업,장기,할인
CUST004770,2023-01-20,울산,주택,장기,기본
CUST004771,2023-10-01,인천,산업,2년,기본
CUST004772,2023-04-13,광주,산업,1년,기본
CUST004773,2023-07-11,강원,산업,장기,기본
CUST004774,2023-01-08,울산,산업,1년,할인
CUST004775,2023-06-14,부산,산업,장기,프리미엄
CUST004776,2023-09-29,강원,상업,2년,프리미엄
CUST004777,2023-04-08,세종,공공,2년,할인
CUST004778,2023-01-10,광주,산업,1년,프리미엄
CUST004779,2023-12-13,강원,상업,2년,기본
CUST004780,2023-01-03,대구,주택,장기,할인
CUST004781,2023-11-17,울산,산업,2년,프리미엄
CUST004782,2023-05-08,경기,주택,장기,할인
CUST004783,2023-04-26,광주,산업,장기,할인
CUST004784,2023-12-22,대전,상업,2년,프리미엄
CUST004785,2023-06-26,세종,상업,장기,프리미엄
CUST004786,2023-06-09,서울,상업,장기,할인
CUST004787,2023-03-08,광주,공공,1년,할인
CUST004788,2023-02-22,부산,주택,1년,프리미엄
CUST004789,2023-07-16,울산,공공,1년,할인
CUST004790,2023-09-15,대구,산업,2년,프리미엄
CUST004791,2023-10-29,서울,주택,1년,할인
CUST004792,2023-06-06,서울,상업,장기,할인
CUST004793,2023-03-27,세종,주택,2년,할인
CUST004794,2023-02-03,강원,상업,2년,프리미엄
CUST004795,2023-01-24,부산,공공,2년,기본
CUST004796,2023-06-02,강원,공공,2년,프리미엄
CUST004797,2023-05-29,대구,상업,장기,할인
CUST004798,2023-08-22,서울,상업,장기,기본
CUST004799,2023-09-24,부산,산업,1년,기본
CUST004800,2023-11-02,부산,공공,2년,할인
CUST004801,2023-09-26,인천,공공,1년,프리미엄
CUST004802,2023-06-22,울산,산업,장기,기본
CUST004803,2023-08-11,서울,공공,2년,기본
CUST004804,2023-12-18,서울,상업,장기,프리미엄
CUST004805,2023-03-10,부산,주택,1년,프리미엄
CUST004806,2023-06-25,강원,주택,장기,기본
CUST004807,2023-09-08,서울,공공,2년,프리미엄
CUST004808,2023-07-03,부산,산업,2년,기본
CUST004809,2023-04-07,서울,상업,1년,할인
CUST004810,2023-03-26,부산,주택,2년,프리미엄
CUST004811,2023-07-26,인천,상업,장기,기본
CUST004812,2023-01-10,울산,공공,장기,프리미엄
CUST004813,2023-04-27,부산,공공,장기,프리미엄
CUST004814,2023-04-25,서울,주택,장기,기본
CUST004815,2023-03-09,대구,공공,1년,할인
CUST004816,2023-04-19,울산,산업,장기,기본
CUST004817,2023-01-12,인천,공공,1년,프리미엄
CUST004818,2023-10-29,부산,공공,장기,기본
CUST004819,2023-09-16,대구,공공,1년,프리미엄
CUST004820,2023-03-28,부산,상업,장기,기본
CUST004821,2023-03-05,강원,상업,장기,할인
CUST004822,2023-07-07,서울,주택,1년,할인
CUST004823,2023-12-31,광주,주택,2년,할인
CUST004824,2023-11-30,세종,주택,2년,할인
CUST004825,2023-01-20,경기,공공,2년,기본
CUST004826,2023-07-12,강원,상업,1년,할인
CUST004827,2023-11-24,대구,산업,2년,기본
CUST004828,2023-05-11,강원,공공,2년,프리미엄
CUST004829,2023-10-01,대전,공공,1년,프리미엄
CUST004830,2023-11-16,부산,공공,2년,프리미엄
CUST004831,2023-01-25,부산,산업,2년,할인
CUST004832,2023-11-01,경기,주택,2년,할인
CUST004833,2023-01-25,경기,산업,1년,할인
CUST004834,2023-12-05,대전,주택,1년,프리미엄
CUST004835,2023-02-25,서울,산업,2년,프리미엄
CUST004836,2023-12-01,세종,상업,2년,프리미엄
CUST004837,2023-01-11,광주,공공,1년,프리미엄
CUST004838,2023-01-25,광주,공공,2년,기본
CUST004839,2023-12-20,인천,공공,1년,기본
CUST004840,2023-03-01,인천,주택,2년,할인
CUST004841,2023-08-02,서울,산업,1년,할인
CUST004842,2023-08-16,인천,상업,장기,프리미엄
CUST004843,2023-07-14,인천,산업,장기,기본
CUST004844,2023-03-05,대전,공공,1년,기본
CUST004845,2023-10-08,대전,상업,장기,할인
CUST004846,2023-05-10,인천,상업,2년,기본
CUST004847,2023-08-31,강원,공공,1년,할인
CUST004848,2023-12-26,울산,산업,1년,프리미엄
CUST004849,2023-03-20,울산,공공,2년,프리미엄
CUST004850,2023-04-16,서울,산업,2년,할인
CUST004851,2023-12-22,광주,상업,1년,프리미엄
CUST004852,2023-12-18,경기,상업,2년,프리미엄
CUST004853,2023-11-19,서울,공공,1년,기본
CUST004854,2023-01-05,인천,상업,2년,기본
CUST004855,2023-06-04,대전,주택,1년,기본
CUST004856,2023-08-04,부산,상업,2년,기본
CUST004857,2023-12-05,강원,주택,2년,기본
CUST004858,2023-02-21,대구,상업,장기,할인
CUST004859,2023-12-06,대전,공공,장기,할인
CUST004860,2023-09-24,울산,공공,장기,기본
CUST004861,2023-05-19,대전,주택,2년,프리미엄
CUST004862,2023-11-15,강원,공공,1년,프리미엄
CUST004863,2023-11-07,경기,상업,2년,할인
CUST004864,2023-12-25,인천,상업,장기,할인
CUST004865,2023-03-12,부산,공공,2년,할인
CUST004866,2023-08-03,울산,상업,장기,프리미엄
CUST004867,2023-02-23,울산,산업,장기,할인
CUST004868,2023-09-19,세종,산업,1년,프리미엄
CUST004869,2023-11-13,광주,상업,1년,할인
CUST004870,2023-03-02,경기,공공,장기,프리미엄
CUST004871,2023-05-25,울산,주택,장기,할인
CUST004872,2023-02-28,광주,공공,2년,할인
CUST004873,2023-02-24,울산,주택,장기,프리미엄
CUST004874,2023-09-12,인천,공공,2년,할인
CUST004875,2023-04-12,광주,상업,장기,기본
CUST004876,2023-11-08,강원,산업,1년,프리미엄
CUST004877,2023-04-13,세종,공공,1년,할인
CUST004878,2023-05-15,인천,주택,장기,프리미엄
CUST004879,2023-09-25,강원,산업,2년,할인
CUST004880,2023-04-14,부산,주택,2년,기본
CUST004881,2023-07-03,경기,상업,2년,할인
CUST004882,2023-12-27,경기,산업,장기,할인
CUST004883,2023-07-29,대구,주택,장기,기본
CUST004884,2023-06-01,대구,공공,1년,프리미엄
CUST004885,2023-03-24,광주,상업,1년,할인
CUST004886,2023-01-21,경기,상업,장기,할인
CUST004887,2023-10-08,광주,상업,1년,기본
CUST004888,2023-09-12,대구,공공,2년,프리미엄
CUST004889,2023-04-17,부산,공공,2년,프리미엄
CUST004890,2023-12-19,울산,산업,장기,기본
CUST004891,2023-09-04,강원,공공,2년,기본
CUST004892,2023-06-19,대전,산업,장기,할인
CUST004893,2023-05-01,광주,상업,2년,기본
CUST004894,2023-01-02,부산,산업,장기,기본
CUST004895,2023-01-07,강원,주택,2년,기본
CUST004896,2023-12-10,경기,상업,2년,프리미엄
CUST004897,2023-02-15,울산,상업,1년,기본
CUST004898,2023-02-26,강원,산업,1년,할인
CUST004899,2023-10-21,세종,상업,1년,할인
CUST004900,2023-12-09,대구,공공,1년,할인
CUST004901,2023-09-10,강원,주택,1년,기본
CUST004902,2023-03-18,대전,산업,1년,프리미엄
CUST004903,2023-02-16,부산,산업,장기,기본
CUST004904,2023-09-19,울산,상업,장기,기본
CUST004905,2023-02-08,인천,공공,1년,할인
CUST004906,2023-02-21,강원,상업,장기,기본
CUST004907,2023-05-12,서울,상업,1년,프리미엄
CUST004908,2023-11-26,대전,산업,장기,할인
CUST004909,2023-04-29,대전,상업,2년,프리미엄
CUST004910,2023-08-22,서울,주택,장기,프리미엄
CUST004911,2023-06-01,세종,상업,장기,프리미엄
CUST004912,2023-05-16,인천,상업,장기,기본
CUST004913,2023-08-26,대구,산업,2년,기본
